event_id,sites.name,treatments.name,min_date,max_date,mgmttype,cover_crop,crop_name,level,units,notes,attributes_keyvalue,citation,site_id,treatment_id,event_type,exact_date,estimated,citation_id,relative_timing,relative_timing_days,reported_amount,reported_units,reported_material,crop_display,depth_m,intensity_category,method_id,attributes_json
russell-harvest-0034,russell_ranch_davis,conv_corn_tomato,2006-10-24,2006-10-24,harvest,NA,Corn,NA,NA,Harvest Corn,equipment=no equipment; John Deere 9300 harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0035,russell_ranch_davis,conv_corn_tomato,2004-09-29,2004-09-29,harvest,NA,Corn,NA,NA,Machine Harvest Cleanup,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0036,russell_ranch_davis,conv_corn_tomato,2004-09-28,2004-09-28,harvest,NA,Corn,NA,NA,Machine Harvest Corn (Weights),equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0037,russell_ranch_davis,conv_corn_tomato,2003-08-21,2003-08-21,harvest,NA,Tomato,NA,NA,Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0038,russell_ranch_davis,conv_corn_tomato,2007-09-11,2007-09-11,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0039,russell_ranch_davis,conv_corn_tomato,2005-08-26,2005-08-26,harvest,NA,Tomato,NA,NA,Tomato Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0040,russell_ranch_davis,conv_corn_tomato,2005-10-07,2005-10-07,harvest,NA,Corn,NA,NA,harvest corn,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0041,russell_ranch_davis,conv_corn_tomato,2007-10-23,2007-10-23,harvest,NA,Corn,NA,NA,Harvest Corn,equipment=no equipment; John Deere 9300 harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0042,russell_ranch_davis,conv_corn_tomato,2003-10-17,2003-10-17,harvest,NA,Corn,NA,NA,Machine Harvest,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0043,russell_ranch_davis,conv_corn_tomato,2004-08-12,2004-08-12,harvest,NA,Tomato,NA,NA,harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0044,russell_ranch_davis,conv_corn_tomato,2004-08-11,2004-08-11,harvest,NA,Tomato,NA,NA,Machine Harvest for weights,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0045,russell_ranch_davis,conv_corn_tomato,2006-09-13,2006-09-13,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0046,russell_ranch_davis,conv_corn_tomato,2006-10-24,2006-10-24,harvest,NA,Corn,NA,NA,Harvest Corn,equipment=no equipment; John Deere 9300 harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0047,russell_ranch_davis,conv_corn_tomato,2004-09-29,2004-09-29,harvest,NA,Corn,NA,NA,Machine Harvest Cleanup,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0048,russell_ranch_davis,conv_corn_tomato,2004-09-28,2004-09-28,harvest,NA,Corn,NA,NA,Machine Harvest Corn (Weights),equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0049,russell_ranch_davis,conv_corn_tomato,2003-08-21,2003-08-21,harvest,NA,Tomato,NA,NA,Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0050,russell_ranch_davis,conv_corn_tomato,2007-09-11,2007-09-11,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0051,russell_ranch_davis,conv_corn_tomato,2005-08-26,2005-08-26,harvest,NA,Tomato,NA,NA,Tomato Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0052,russell_ranch_davis,conv_corn_tomato,2006-10-24,2006-10-24,harvest,NA,Corn,NA,NA,Harvest Corn,equipment=no equipment; John Deere 9300 harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0053,russell_ranch_davis,conv_corn_tomato,2004-09-29,2004-09-29,harvest,NA,Corn,NA,NA,Machine Harvest Cleanup,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0054,russell_ranch_davis,conv_corn_tomato,2004-09-28,2004-09-28,harvest,NA,Corn,NA,NA,Machine Harvest Corn (Weights),equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0055,russell_ranch_davis,conv_corn_tomato,2003-08-21,2003-08-21,harvest,NA,Tomato,NA,NA,Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0056,russell_ranch_davis,conv_corn_tomato,2007-09-11,2007-09-11,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0057,russell_ranch_davis,conv_corn_tomato,2005-08-26,2005-08-26,harvest,NA,Tomato,NA,NA,Tomato Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0058,russell_ranch_davis,conv_corn_tomato,2005-10-07,2005-10-07,harvest,NA,Corn,NA,NA,harvest corn,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0059,russell_ranch_davis,conv_corn_tomato,2007-10-23,2007-10-23,harvest,NA,Corn,NA,NA,Harvest Corn,equipment=no equipment; John Deere 9300 harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0060,russell_ranch_davis,conv_corn_tomato,1999-10-22,1999-10-22,harvest,NA,Corn,NA,NA,Harvest corn with case IH combine 8 row header,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0061,russell_ranch_davis,conv_corn_tomato,2003-10-17,2003-10-17,harvest,NA,Corn,NA,NA,Machine Harvest,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0062,russell_ranch_davis,conv_corn_tomato,2004-08-12,2004-08-12,harvest,NA,Tomato,NA,NA,harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0063,russell_ranch_davis,conv_corn_tomato,2004-08-11,2004-08-11,harvest,NA,Tomato,NA,NA,Machine Harvest for weights,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0064,russell_ranch_davis,conv_corn_tomato,2006-09-13,2006-09-13,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0065,russell_ranch_davis,conv_corn_tomato,2013-10-01,2013-10-01,harvest,NA,Corn,NA,NA,Corn harvest,equipment=no equipment; John Deere 9300 harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0066,russell_ranch_davis,conv_corn_tomato,2013-10-01,2013-10-01,harvest,NA,Corn,NA,NA,Corn harvest,equipment=no equipment; John Deere 9300 harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0067,russell_ranch_davis,conv_corn_tomato,2013-10-01,2013-10-01,harvest,NA,Corn,NA,NA,Corn harvest,equipment=no equipment; John Deere 9300 harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0068,russell_ranch_davis,conv_corn_tomato,1994-10-13,1994-10-13,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0069,russell_ranch_davis,conv_corn_tomato,1994-10-13,1994-10-13,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0070,russell_ranch_davis,conv_corn_tomato,1994-10-13,1994-10-13,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0071,russell_ranch_davis,conv_corn_tomato,1995-10-18,1995-10-18,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0072,russell_ranch_davis,conv_corn_tomato,1995-10-18,1995-10-18,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0073,russell_ranch_davis,conv_corn_tomato,1995-10-18,1995-10-18,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0074,russell_ranch_davis,conv_corn_tomato,1996-10-24,1996-10-24,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0075,russell_ranch_davis,conv_corn_tomato,1996-10-24,1996-10-24,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0076,russell_ranch_davis,conv_corn_tomato,1996-10-24,1996-10-24,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0077,russell_ranch_davis,conv_corn_tomato,1997-10-01,1997-10-01,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0078,russell_ranch_davis,conv_corn_tomato,1997-10-01,1997-10-01,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0079,russell_ranch_davis,conv_corn_tomato,1997-10-01,1997-10-01,harvest,NA,Corn,NA,NA,Harvest Corn,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0080,russell_ranch_davis,conv_corn_tomato,2000-10-18,2000-10-18,harvest,NA,Corn,NA,NA,Harvest Corn,equipment=no equipment; Case 1680 Harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0081,russell_ranch_davis,conv_corn_tomato,2000-10-18,2000-10-18,harvest,NA,Corn,NA,NA,Harvest Corn,equipment=no equipment; Case 1680 Harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0082,russell_ranch_davis,conv_corn_tomato,2000-10-18,2000-10-18,harvest,NA,Corn,NA,NA,Harvest Corn,equipment=no equipment; Case 1680 Harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0083,russell_ranch_davis,conv_corn_tomato,1999-10-22,1999-10-22,harvest,NA,Corn,NA,NA,Harvest corn with case IH combine 8 row header,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0084,russell_ranch_davis,conv_corn_tomato,1999-10-22,1999-10-22,harvest,NA,Corn,NA,NA,Harvest corn with case IH combine 8 row header,"equipment=IH 3800 Corn Harvester, 8 row header;passes=1",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0085,russell_ranch_davis,conv_corn_tomato,2002-10-18,2002-10-18,harvest,NA,Corn,NA,NA,Machine Harvest,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0086,russell_ranch_davis,conv_corn_tomato,2002-10-18,2002-10-18,harvest,NA,Corn,NA,NA,Machine Harvest,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0087,russell_ranch_davis,conv_corn_tomato,2002-10-18,2002-10-18,harvest,NA,Corn,NA,NA,Machine Harvest,equipment=8 Row Harvester - Corn;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0088,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,GT Cart for Tom,equipment=LTRAS GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0089,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,GT Cart for Tom,equipment=LTRAS GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0090,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,GT Cart for Tom,equipment=LTRAS GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0091,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,GT Cart for Tom,equipment=Romminger GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0092,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,GT Cart for Tom,equipment=Romminger GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0093,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,GT Cart for Tom,equipment=Romminger GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0094,russell_ranch_davis,conv_corn_tomato,2001-08-27,2001-08-27,harvest,NA,Tomato,NA,NA,GT Cart for tomato harvest,equipment=LTRAS GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0095,russell_ranch_davis,conv_corn_tomato,2001-08-27,2001-08-27,harvest,NA,Tomato,NA,NA,GT Cart for tomato harvest,equipment=LTRAS GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0096,russell_ranch_davis,conv_corn_tomato,2001-08-27,2001-08-27,harvest,NA,Tomato,NA,NA,GT Cart for tomato harvest,equipment=LTRAS GT Cart;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0097,russell_ranch_davis,conv_corn_tomato,2002-08-19,2002-08-19,harvest,NA,Tomato,NA,NA,Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0098,russell_ranch_davis,conv_corn_tomato,2002-08-19,2002-08-19,harvest,NA,Tomato,NA,NA,Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0099,russell_ranch_davis,conv_corn_tomato,2002-08-19,2002-08-19,harvest,NA,Tomato,NA,NA,Machine Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0100,russell_ranch_davis,conv_corn_tomato,2001-08-27,2001-08-27,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=Irrigation pipe;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0101,russell_ranch_davis,conv_corn_tomato,2001-08-27,2001-08-27,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=Irrigation pipe;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0102,russell_ranch_davis,conv_corn_tomato,2001-08-27,2001-08-27,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=Irrigation pipe;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0103,russell_ranch_davis,conv_corn_tomato,2012-09-05,2012-09-05,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=Irrigation pipe;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0104,russell_ranch_davis,conv_corn_tomato,2012-09-05,2012-09-05,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=Irrigation pipe;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0105,russell_ranch_davis,conv_corn_tomato,2012-09-05,2012-09-05,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=Irrigation pipe;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0106,russell_ranch_davis,conv_corn_tomato,1999-09-01,1999-09-01,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0107,russell_ranch_davis,conv_corn_tomato,1999-09-01,1999-09-01,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0108,russell_ranch_davis,conv_corn_tomato,1999-09-01,1999-09-01,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0109,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0110,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0111,russell_ranch_davis,conv_corn_tomato,2000-08-21,2000-08-21,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0112,russell_ranch_davis,conv_corn_tomato,2008-10-03,2008-10-03,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0113,russell_ranch_davis,conv_corn_tomato,2008-10-03,2008-10-03,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0114,russell_ranch_davis,conv_corn_tomato,2008-10-03,2008-10-03,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0115,russell_ranch_davis,conv_corn_tomato,2009-10-01,2009-10-01,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=2,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0116,russell_ranch_davis,conv_corn_tomato,2009-10-01,2009-10-01,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=2,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0117,russell_ranch_davis,conv_corn_tomato,2009-10-01,2009-10-01,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=2,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0118,russell_ranch_davis,conv_corn_tomato,2010-09-06,2010-09-06,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0119,russell_ranch_davis,conv_corn_tomato,2010-09-06,2010-09-06,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0120,russell_ranch_davis,conv_corn_tomato,2010-09-06,2010-09-06,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0121,russell_ranch_davis,conv_corn_tomato,2011-09-13,2011-09-13,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-harvest-0122,russell_ranch_davis,conv_corn_tomato,2011-09-13,2011-09-13,harvest,NA,Tomato,NA,NA,Tomato Harvest,equipment=no equipment; 1995 tomato harvester;passes=1,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
